title,company,location,work_mode,job_type,skills,salary_avg,date_posted,experience_level,education,source,job_url,salary_min,salary_max,role,country
Data Scientist,"Comscore, Inc.","Pune, Maharashtra, India",onsite,fulltime,Linux,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-comscore-inc-india-2/,,,Data Scientist,India
Data Scientist,"Comscore, Inc.","Pune, Maharashtra, India",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-comscore-inc-india-2/,,,Data Scientist,India
Data Scientist,"Comscore, Inc.","Pune, Maharashtra, India",onsite,fulltime,R,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-comscore-inc-india-2/,,,Data Scientist,India
Data Scientist,"Comscore, Inc.","Pune, Maharashtra, India",onsite,fulltime,SQL,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-comscore-inc-india-2/,,,Data Scientist,India
Data Scientist,"Comscore, Inc.","Pune, Maharashtra, India",onsite,fulltime,Spark,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-comscore-inc-india-2/,,,Data Scientist,India
"Senior Data Scientist, Agentic AI (Insurance Underwriting)",Guardian Life,"New York, New York, United States",onsite,fulltime,Git,157222.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-guardian-life-united-states-2/,118980.0,195465.0,Data Scientist,United States
"Senior Data Scientist, Agentic AI (Insurance Underwriting)",Guardian Life,"New York, New York, United States",onsite,fulltime,PyTorch,157222.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-guardian-life-united-states-2/,118980.0,195465.0,Data Scientist,United States
"Senior Data Scientist, Agentic AI (Insurance Underwriting)",Guardian Life,"New York, New York, United States",onsite,fulltime,Python,157222.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-guardian-life-united-states-2/,118980.0,195465.0,Data Scientist,United States
"Senior Data Scientist, Agentic AI (Insurance Underwriting)",Guardian Life,"New York, New York, United States",onsite,fulltime,TensorFlow,157222.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-guardian-life-united-states-2/,118980.0,195465.0,Data Scientist,United States
Financial Crimes - Senior Data Scientist,KeyBank,"Cleveland, Ohio, United States",onsite,fulltime,Python,134500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/financial-crimes-senior-data-scientist-keybank-united-states-2/,94000.0,175000.0,Data Scientist,United States
Financial Crimes - Senior Data Scientist,KeyBank,"Cleveland, Ohio, United States",onsite,fulltime,SAS,134500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/financial-crimes-senior-data-scientist-keybank-united-states-2/,94000.0,175000.0,Data Scientist,United States
"Research Scientist – Computer Graphics, Vision and Machine Learning",Eyeline,"Los Angeles, California, United States",onsite,fulltime,Python,210000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/research-scientist-eyeline-united-states-2/,100000.0,320000.0,ML Engineer,United States
Emerging Talent – Computer Vision Engineering Intern 2026 Opportunities (Florence),Baker Hughes,"Florence, Tuscany, Italy",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/emerging-talent-computer-vision-intern-baker-hughes-italy-2/,,,Computer Vision Engineer,Italy
Senior / Staff Machine Learning Engineer,Shiftsmart,"New York, New York, United States",onsite,fulltime,GCP,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-shiftsmart-united-states-2/,,,ML Engineer,United States
Senior / Staff Machine Learning Engineer,Shiftsmart,"New York, New York, United States",onsite,fulltime,MongoDB,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-shiftsmart-united-states-2/,,,ML Engineer,United States
Senior / Staff Machine Learning Engineer,Shiftsmart,"New York, New York, United States",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-shiftsmart-united-states-2/,,,ML Engineer,United States
Senior / Staff Machine Learning Engineer,Shiftsmart,"New York, New York, United States",onsite,fulltime,SQL,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-shiftsmart-united-states-2/,,,ML Engineer,United States
Senior / Staff Machine Learning Engineer,Shiftsmart,"New York, New York, United States",onsite,fulltime,Scikit-Learn,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-shiftsmart-united-states-2/,,,ML Engineer,United States
Principal Machine Learning Scientist (US Remote),Turnitin,Worldwide,remote,fulltime,AWS Batch,196150.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-scientist-turnitin-united-states-16/,147300.0,245000.0,ML Engineer,Worldwide
Principal Machine Learning Scientist (US Remote),Turnitin,Worldwide,remote,fulltime,AWS EC2,196150.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-scientist-turnitin-united-states-16/,147300.0,245000.0,ML Engineer,Worldwide
Principal Machine Learning Scientist (US Remote),Turnitin,Worldwide,remote,fulltime,AWS Lambda,196150.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-scientist-turnitin-united-states-16/,147300.0,245000.0,ML Engineer,Worldwide
Principal Machine Learning Scientist (US Remote),Turnitin,Worldwide,remote,fulltime,AWS SageMaker,196150.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-scientist-turnitin-united-states-16/,147300.0,245000.0,ML Engineer,Worldwide
Principal Machine Learning Scientist (US Remote),Turnitin,Worldwide,remote,fulltime,Docker,196150.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-scientist-turnitin-united-states-16/,147300.0,245000.0,ML Engineer,Worldwide
Data Scientist (H/F) - CDI,Unibail-Rodamco-Westfield,"Paris, Île-de-France, France",onsite,fulltime,BigQuery,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unibail-rodamco-westfield-france-2/,,,Data Scientist,France
Data Scientist (H/F) - CDI,Unibail-Rodamco-Westfield,"Paris, Île-de-France, France",onsite,fulltime,GCP,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unibail-rodamco-westfield-france-2/,,,Data Scientist,France
Data Scientist (H/F) - CDI,Unibail-Rodamco-Westfield,"Paris, Île-de-France, France",onsite,fulltime,Power BI,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unibail-rodamco-westfield-france-2/,,,Data Scientist,France
Data Scientist (H/F) - CDI,Unibail-Rodamco-Westfield,"Paris, Île-de-France, France",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unibail-rodamco-westfield-france-2/,,,Data Scientist,France
Data Scientist (H/F) - CDI,Unibail-Rodamco-Westfield,"Paris, Île-de-France, France",onsite,fulltime,SQL,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unibail-rodamco-westfield-france-2/,,,Data Scientist,France
Senior Data Scientist,GE HealthCare,"Bengaluru, Karnataka, India",onsite,fulltime,AWS,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-ge-healthcare-india-2/,,,Data Scientist,India
Senior Data Scientist,GE HealthCare,"Bengaluru, Karnataka, India",onsite,fulltime,Azure,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-ge-healthcare-india-2/,,,Data Scientist,India
Senior Data Scientist,GE HealthCare,"Bengaluru, Karnataka, India",onsite,fulltime,Keras,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-ge-healthcare-india-2/,,,Data Scientist,India
Senior Data Scientist,GE HealthCare,"Bengaluru, Karnataka, India",onsite,fulltime,PyTorch,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-ge-healthcare-india-2/,,,Data Scientist,India
Senior Data Scientist,GE HealthCare,"Bengaluru, Karnataka, India",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-ge-healthcare-india-2/,,,Data Scientist,India
Data Scientist,Kyndryl,"Gurgaon, Haryana, India",onsite,fulltime,AWS,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kyndryl-india-4/,,,Data Scientist,India
Data Scientist,Kyndryl,"Gurgaon, Haryana, India",onsite,fulltime,Azure,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kyndryl-india-4/,,,Data Scientist,India
Data Scientist,Kyndryl,"Gurgaon, Haryana, India",onsite,fulltime,C/C++,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kyndryl-india-4/,,,Data Scientist,India
Data Scientist,Kyndryl,"Gurgaon, Haryana, India",onsite,fulltime,GCP,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kyndryl-india-4/,,,Data Scientist,India
Data Scientist,Kyndryl,"Gurgaon, Haryana, India",onsite,fulltime,MLOps,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kyndryl-india-4/,,,Data Scientist,India
Senior Machine Learning Engineer,Razer Inc.,"Chengdu, , China",onsite,fulltime,PyTorch,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-eng-razer-inc-china-2/,,,ML Engineer,China
Senior Machine Learning Engineer,Razer Inc.,"Chengdu, , China",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-eng-razer-inc-china-2/,,,ML Engineer,China
Senior Machine Learning Engineer,Razer Inc.,"Chengdu, , China",onsite,fulltime,R,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-eng-razer-inc-china-2/,,,ML Engineer,China
Senior Machine Learning Engineer,Razer Inc.,"Chengdu, , China",onsite,fulltime,TensorFlow,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-eng-razer-inc-china-2/,,,ML Engineer,China
"Senior Machine Learning Engineer, Ads Research",The Walt Disney Company,"Seattle, Washington, United States",onsite,fulltime,Java,170650.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-disney-united-states-8/,141900.0,199400.0,ML Engineer,United States
"Senior Machine Learning Engineer, Ads Research",The Walt Disney Company,"Seattle, Washington, United States",onsite,fulltime,PyTorch,170650.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-disney-united-states-8/,141900.0,199400.0,ML Engineer,United States
"Senior Machine Learning Engineer, Ads Research",The Walt Disney Company,"Seattle, Washington, United States",onsite,fulltime,Python,170650.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-disney-united-states-8/,141900.0,199400.0,ML Engineer,United States
"Senior Machine Learning Engineer, Ads Research",The Walt Disney Company,"Seattle, Washington, United States",onsite,fulltime,SQL,170650.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-disney-united-states-8/,141900.0,199400.0,ML Engineer,United States
"Senior Machine Learning Engineer, Ads Research",The Walt Disney Company,"Seattle, Washington, United States",onsite,fulltime,TensorFlow,170650.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-disney-united-states-8/,141900.0,199400.0,ML Engineer,United States
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, Michigan, United States",onsite,fulltime,C++,97637.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-leidos-united-states-11/,69550.0,125725.0,ML Engineer,United States
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, Michigan, United States",onsite,fulltime,MATLAB,97637.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-leidos-united-states-11/,69550.0,125725.0,ML Engineer,United States
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, Michigan, United States",onsite,fulltime,PyTorch,97637.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-leidos-united-states-11/,69550.0,125725.0,ML Engineer,United States
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, Michigan, United States",onsite,fulltime,Python,97637.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-leidos-united-states-11/,69550.0,125725.0,ML Engineer,United States
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, Michigan, United States",onsite,fulltime,Scikit-Learn,97637.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-leidos-united-states-11/,69550.0,125725.0,ML Engineer,United States
Senior Data Scientist,Accelleron,"Mohali, Punjab, India",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-accelleron-india-2/,,,Data Scientist,India
Senior Data Scientist,Moneris,"Toronto, Ontario, Canada",onsite,fulltime,Databricks,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-moneris-canada-2/,116595.0,,Data Scientist,Canada
Senior Data Scientist,Moneris,"Toronto, Ontario, Canada",onsite,fulltime,Git,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-moneris-canada-2/,116595.0,,Data Scientist,Canada
Senior Data Scientist,Moneris,"Toronto, Ontario, Canada",onsite,fulltime,Power BI,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-moneris-canada-2/,116595.0,,Data Scientist,Canada
Senior Data Scientist,Moneris,"Toronto, Ontario, Canada",onsite,fulltime,Prophet,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-moneris-canada-2/,116595.0,,Data Scientist,Canada
Senior Data Scientist,Moneris,"Toronto, Ontario, Canada",onsite,fulltime,PySpark,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-moneris-canada-2/,116595.0,,Data Scientist,Canada
Sr. Data Scientist (Content Security),Trend Micro,"Taipei, , Taiwan",onsite,fulltime,AWS EMR,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-trend-micro-taiwan-2/,,,Data Scientist,"Taiwan, Province of China"
Sr. Data Scientist (Content Security),Trend Micro,"Taipei, , Taiwan",onsite,fulltime,Airflow,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-trend-micro-taiwan-2/,,,Data Scientist,"Taiwan, Province of China"
Sr. Data Scientist (Content Security),Trend Micro,"Taipei, , Taiwan",onsite,fulltime,Azure Databricks,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-trend-micro-taiwan-2/,,,Data Scientist,"Taiwan, Province of China"
Sr. Data Scientist (Content Security),Trend Micro,"Taipei, , Taiwan",onsite,fulltime,Kubeflow,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-trend-micro-taiwan-2/,,,Data Scientist,"Taiwan, Province of China"
Sr. Data Scientist (Content Security),Trend Micro,"Taipei, , Taiwan",onsite,fulltime,MLflow,,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-trend-micro-taiwan-2/,,,Data Scientist,"Taiwan, Province of China"
"Senior AI / Computer Vision Engineer (Robotics, ROS)",Jabil,Worldwide,remote,fulltime,C++,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai--computer-vision-engineer-jabil-poland-2/,,,Computer Vision Engineer,Worldwide
"Senior AI / Computer Vision Engineer (Robotics, ROS)",Jabil,Worldwide,remote,fulltime,Linux,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai--computer-vision-engineer-jabil-poland-2/,,,Computer Vision Engineer,Worldwide
"Senior AI / Computer Vision Engineer (Robotics, ROS)",Jabil,Worldwide,remote,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai--computer-vision-engineer-jabil-poland-2/,,,Computer Vision Engineer,Worldwide
"Senior AI / Computer Vision Engineer (Robotics, ROS)",Jabil,Worldwide,remote,fulltime,ROS,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai--computer-vision-engineer-jabil-poland-2/,,,Computer Vision Engineer,Worldwide
Computer Vision Engineer,Prozis,"Maia, , Portugal",onsite,fulltime,C++,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineer-prozis-portugal-2/,,,Computer Vision Engineer,Portugal
Computer Vision Engineer,Prozis,"Maia, , Portugal",onsite,fulltime,NumPy,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineer-prozis-portugal-2/,,,Computer Vision Engineer,Portugal
Computer Vision Engineer,Prozis,"Maia, , Portugal",onsite,fulltime,OpenCV,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineer-prozis-portugal-2/,,,Computer Vision Engineer,Portugal
Computer Vision Engineer,Prozis,"Maia, , Portugal",onsite,fulltime,PyTorch,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineer-prozis-portugal-2/,,,Computer Vision Engineer,Portugal
Computer Vision Engineer,Prozis,"Maia, , Portugal",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineer-prozis-portugal-2/,,,Computer Vision Engineer,Portugal
Applied AI Engineer (Startups),Anthropic,"London, England, United Kingdom",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/applied-ai-engineer-anthropic-united-kingdom-13/,,,AI Engineer,United Kingdom
Sr. Data Engineer - AI ML,Assent,"Pune, Maharashtra, India",onsite,fulltime,AWS,,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-engineer-assent-india-2/,,,Data Engineer,India
Sr. Data Engineer - AI ML,Assent,"Pune, Maharashtra, India",onsite,fulltime,Airflow,,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-engineer-assent-india-2/,,,Data Engineer,India
Sr. Data Engineer - AI ML,Assent,"Pune, Maharashtra, India",onsite,fulltime,FAISS,,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-engineer-assent-india-2/,,,Data Engineer,India
Sr. Data Engineer - AI ML,Assent,"Pune, Maharashtra, India",onsite,fulltime,Milvus,,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-engineer-assent-india-2/,,,Data Engineer,India
Sr. Data Engineer - AI ML,Assent,"Pune, Maharashtra, India",onsite,fulltime,Neo4J,,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-engineer-assent-india-2/,,,Data Engineer,India
Senior Machine Learning Engineer,Sky,"Milan, , Italy",onsite,fulltime,NumPy,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-sky-italy-11/,,,ML Engineer,Italy
Senior Machine Learning Engineer,Sky,"Milan, , Italy",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-sky-italy-11/,,,ML Engineer,Italy
Senior Machine Learning Engineer,Sky,"Milan, , Italy",onsite,fulltime,Scikit-Learn,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-sky-italy-11/,,,ML Engineer,Italy
Senior Machine Learning Engineer,Sky,"Milan, , Italy",onsite,fulltime,TensorFlow,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-sky-italy-11/,,,ML Engineer,Italy
Senior Machine Learning Engineer,Sky,"Milan, , Italy",onsite,fulltime,pandas,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-sky-italy-11/,,,ML Engineer,Italy
Machine Learning Engineering Manager - Evaluations,Canva,"London, England, United Kingdom",onsite,fulltime,MLOps,,2026-03-09 00:00:00+00:00,lead,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineering-manager-canva-united-kingdom-22/,,,ML Engineer,United Kingdom
Machine Learning Engineering Manager - Evaluations,Canva,"London, England, United Kingdom",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,lead,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineering-manager-canva-united-kingdom-22/,,,ML Engineer,United Kingdom
Senior Machine Learning Engineer,Spotify,"New York, New York, United States",onsite,fulltime,AWS,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-spotify-united-states-61/,,,ML Engineer,United States
Senior Machine Learning Engineer,Spotify,"New York, New York, United States",onsite,fulltime,Apache Beam,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-spotify-united-states-61/,,,ML Engineer,United States
Senior Machine Learning Engineer,Spotify,"New York, New York, United States",onsite,fulltime,Apache Spark,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-spotify-united-states-61/,,,ML Engineer,United States
Senior Machine Learning Engineer,Spotify,"New York, New York, United States",onsite,fulltime,GCP,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-spotify-united-states-61/,,,ML Engineer,United States
Senior Machine Learning Engineer,Spotify,"New York, New York, United States",onsite,fulltime,Hugging Face,,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-spotify-united-states-61/,,,ML Engineer,United States
Data Scientist,Smiths Group plc,"Bengaluru, Karnataka, India",onsite,fulltime,C++,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-smiths-group-plc-india-2/,,,Data Scientist,India
Data Scientist,Smiths Group plc,"Bengaluru, Karnataka, India",onsite,fulltime,PyTorch,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-smiths-group-plc-india-2/,,,Data Scientist,India
Data Scientist,Smiths Group plc,"Bengaluru, Karnataka, India",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-smiths-group-plc-india-2/,,,Data Scientist,India
Data Scientist,Smiths Group plc,"Bengaluru, Karnataka, India",onsite,fulltime,Scikit-Learn,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-smiths-group-plc-india-2/,,,Data Scientist,India
Data Scientist,Smiths Group plc,"Bengaluru, Karnataka, India",onsite,fulltime,TensorFlow,,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-smiths-group-plc-india-2/,,,Data Scientist,India
"Data Scientist II, Amazon Private Brands",Amazon,"Vancouver, British Columbia, Canada",onsite,fulltime,Python,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-amazon-canada-778/,109100.0,,Data Scientist,Canada
"Data Scientist II, Amazon Private Brands",Amazon,"Vancouver, British Columbia, Canada",onsite,fulltime,R,,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-amazon-canada-778/,109100.0,,Data Scientist,Canada
